id,title,sentence,ARG0,PRED,ARG1,MOD-TIME,TAG,,,,,,,,,,,TAG MATCH,ARG0 MATCH,PRED MATCH,ARG1 MATCH
237,Helsinki,Helsinki memiliki 190 sekolah umum dan 15 sekolah kejuruan.,Helsinki,Jumlah sekolah umum,190,,CORRECT,,,,,,,,,,,,,,
238,Helsinki,Helsinki memiliki 190 sekolah umum dan 15 sekolah kejuruan.,Helsinki,Jumlah sekolah kejuruan,15,,CORRECT,,,,,,,,,,,,,,
239,Helsinki,Museum sejarah lainnya adalah Museum Kota Helsinki yang isinya adalah sejarah kota ini selama 500 tahun.,,,500 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
240,Helsinki,"Galeri Nasional Finlandia terdiri dari 3 museum: Museum Seni Ateneum untuk seni Finlandia klasik, Museum Seni Sinebrychoff untuk seni Eropa klasik, dan Museum Seni Kiasma untuk seni modern.",,,3,,INC-NOT-ATTR,,,,,,,,,,,,,,
241,Helsinki,"Ateneum, istana neo-Renaissance dari abad 19, adalah salah satu gedung bersejarah utama.",,,abad 19,,INC-TEMPORAL,,,,,,,,,,,,,,
242,Helsinki,"Helsinki memiliki 3 teater utama: Teater Nasional Finlandia, Teater Kota Helsinki, dan Teater Swedia (""Svenska Teatern"").",,,3,,INC-NOT-ATTR,,,,,,,,,,,,,,
243,Helsinki,"Helsinki adalah rumah dari 2 orkestra simfoni: Helsinki Philharmonic Orchestra dan Orkestra Simfoni Radio Finlandia, keduanya tampil di aula konser Helsinki Music Centre.",,,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
244,Helsinki,Acara dan konser besar biasanya diadakan di salah satu dari 2 arena hoki es besar di kota ini: Hartwall Areena atau Helsinki Ice Hall.,,,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
245,Bejana Warka,"Bejana yang memperlihatkan tanda-tanda pernah diperbaiki pada zaman kuno ini, tegak setinggi 3 kaki, ¼ inci (1 m).",Bejana,tinggi,"3 kaki , ¼ inci ( 1 m",,CORRECT,,,,,,,,,,,,,,
246,Bejana Warka,"Sebuah tiruan plaster dibuat berdasarkan aslinya dan replika ini tegak berpuluh-puluh tahun di ruang 5 dari Museum Timur-Dekat di Berlin (Vorderasiatisches Museum Berlin), Jerman.",,,5,,INC-NOT-ATTR,,,,,,,,,,,,,,
247,Bejana Warka,Bejana ini memiliki empat susun deret ukiran.,Bejana,Jumlah susunan,empat,,CORRECT,,,,,,,,,,,,,,
248,Bejana Warka,"Inanna, salah satu dewi utama Mesopotamia dan kelak dikenal dengan nama Ishtar dalam panteon dewa-dewi bangsa Akkadia, berdiri, ditandai dengan dua berkas gelagah di belakangnya.",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
249,Bejana Warka,"Bejana ini kelak dikembalikan kepada Museum Nasional Irak pada 12 Juni 2003, sewaktu pemerintah menjanjikan pemberian amnesti, oleh tiga pria tak dikenal berusia awal dua puluhan, mengendarai sebuah mobil Toyota merah.",,Jumlah orang,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
250,Bejana Warka,"Bejana ini kelak dikembalikan kepada Museum Nasional Irak pada 12 Juni 2003, sewaktu pemerintah menjanjikan pemberian amnesti, oleh tiga pria tak dikenal berusia awal dua puluhan, mengendarai sebuah mobil Toyota merah.",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
251,Asosiasi Kerja Sama Regional Asia Selatan,"South Asian Association for Regional Cooperation, atau SAARC, adalah sebuah asosiasi negara-negara Asia Selatan yang terdiri dari 8 negara diusulkan oleh Ziaur Rahman, Presiden Bangladesh saat itu, dan dibentuk pada 8 Desember 1985.",,Jumlah negara,8,,INC-NOT-ATTR,,,,,,,,,,,,,,
252,Asosiasi Kerja Sama Regional Asia Selatan,Negara-negara ini membentuk wilayah sebesar 5.127.500 km dan seperlima dari penduduk dunia.,Negara-negara ini,Luas,5.127.500 km,,CORRECT,,,,,,,,,,,,,,
253,Asosiasi Kerja Sama Regional Asia Selatan,Negara-negara ini membentuk wilayah sebesar 5.127.500 km dan seperlima dari penduduk dunia.,,Jumlah populasi,seperlima dari penduduk dunia,,INC-NOT-ATTR,,,,,,,,,,,,,,
254,Maluku,"Maluku merupakan provinsi terbesar ke-28 menurut jumlah penduduk dengan perkiraan jumlah penduduk sebanyak 1,8 juta jiwa dan ke-14 menurut luas wilayah dengan luas wilayah sebesar 46 ribu kilometer persegi.",Maluku,Jumlah populasi,"1,8 juta",,CORRECT,,,,,,,,,,,,,,
255,Maluku,"Maluku merupakan provinsi terbesar ke-28 menurut jumlah penduduk dengan perkiraan jumlah penduduk sebanyak 1,8 juta jiwa dan ke-14 menurut luas wilayah dengan luas wilayah sebesar 46 ribu kilometer persegi.",Maluku,Luas,46 ribu kilometer persegi,,CORRECT,,,,,,,,,,,,,,
256,Maluku,"Sejarah Maluku sebagai satu kesatuan dimulai dari pembentukan tiga kegubernuran oleh Perusahaan Hindia Timur Belanda pada abad ke-18, yaitu Ambon, Kepulauan Banda, dan Ternate yang disatukan oleh Belanda pada awal abad ke-19 dalam satu nama, yaitu Maluku.",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
257,Maluku,"Sejarah Maluku sebagai satu kesatuan dimulai dari pembentukan tiga kegubernuran oleh Perusahaan Hindia Timur Belanda pada abad ke-18, yaitu Ambon, Kepulauan Banda, dan Ternate yang disatukan oleh Belanda pada awal abad ke-19 dalam satu nama, yaitu Maluku.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
258,Maluku,"Sejarah Maluku sebagai satu kesatuan dimulai dari pembentukan tiga kegubernuran oleh Perusahaan Hindia Timur Belanda pada abad ke-18, yaitu Ambon, Kepulauan Banda, dan Ternate yang disatukan oleh Belanda pada awal abad ke-19 dalam satu nama, yaitu Maluku.",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
259,Maluku,"Para pedagang Arab menyebut daerah tempat empat kerajaan di bagian utara Kepulauan Maluku yang terdiri dari Jailolo, Ternate, Tidore, dan Bacan sebagai ""jazirat almuluk"" yang berarti kepulauan raja-raja.",,,empat,,INC-NOT-ATTR,,,,,,,,,,,,,,
260,Maluku,"Kepulauan Maluku mulai terbentuk antara 150 hingga satu juta tahun yang lalu, antara zaman Kehidupan Tengah dan zaman Es.",,,150 hingga satu juta tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
261,Maluku,"Kepulauan Maluku pertama kali diduduki sekitar 30.000 tahun yang lalu oleh bangsa Austronesia-Melanesia yang terdiri dari Negrito dan Wedda, kemudian dilanjutkan oleh kedatangan bangsa Melayu Tua, Melayu Muda, kemudian Mongoloid, mengingat letak Maluku sebagai daerah lintas perpindahan penduduk Asia Tenggara ke Melanesia dan Mikronesia.",,,sekitar 30.000 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
262,Maluku,"Perdagangan dunia konon terbagi menjadi dua jalur, yakni jalur sutra dan jalur rempah di mana keduanya melalui Maluku.",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
263,Maluku,"Selain perdagangan rempah, sejarah Maluku tidak bisa lepas dari empat kerajaan besar Maluku Utara, yaitu Ternate, Tidore, Bacan, dan Jailolo yang telah ada sejak abad ke-13.",,,empat,,INC-NOT-ATTR,,,,,,,,,,,,,,
264,Maluku,"Wilayah kekuasaan Ternate disebut sebagai Uli Lima atau persekutuan lima negeri, sedangkan wilayah kekuasaan Tidore disebut sebagai Uli Siwa atau persekutuan sembilan negeri.",,,Lima,,INC-ENT-NAME,,,,,,,,,,,,,,
265,Maluku,"Wilayah kekuasaan Ternate disebut sebagai Uli Lima atau persekutuan lima negeri, sedangkan wilayah kekuasaan Tidore disebut sebagai Uli Siwa atau persekutuan sembilan negeri.",,Jumlah negeri,lima,,INC-NOT-ATTR,,,,,,,,,,,,,,
266,Maluku,"Wilayah kekuasaan Ternate disebut sebagai Uli Lima atau persekutuan lima negeri, sedangkan wilayah kekuasaan Tidore disebut sebagai Uli Siwa atau persekutuan sembilan negeri.",,Jumlah negeri,sembilan,,INC-NOT-ATTR,,,,,,,,,,,,,,
267,Maluku,"Sebagai jajahan VOC, Kepulauan Maluku terbagi menjadi tiga kegubernuran: Ambon, Kepulauan Banda, dan Ternate.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
268,Maluku,"Dua hari setelah Proklamasi Kemerdekaan Republik Indonesia, Maluku dinyatakan sebagai salah satu provinsi Republik Indonesia.",,,Dua hari,,INC-TEMPORAL,,,,,,,,,,,,,,
269,Maluku,Provinsi Maluku dipimpin oleh seorang gubernur sebagai kepala daerah beserta wakilnya yang dipilih langsung oleh rakyat dan bertanggung jawab kepada Dewan Perwakilan Rakyat Daerah Provinsi Maluku (DPRD Provinsi Maluku) yang memiliki 45 anggota.,DPRD Provinsi Maluku,Jumlah anggota,45,,CORRECT,,,,,,,,,,,,,,
270,Maluku,Gubernur dan wakilnya memiliki masa jabatan lima tahun dan dapat diperbarui sekali.,,,lima tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
271,Maluku,Anggota DPRD pun dipilih langsung oleh rakyat dengan masa bakti lima tahun.,,,lima tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
272,Maluku,"Dalam penyelenggaraan pemerintahan, gubernur dibantu oleh perangkat daerah: sekretariat daerah, sekretariat DPRD, inspektorat, 23 dinas daerah, dan 11 badan.",,Jumlah dinas daerah,23,,INC-NOT-ATTR,,,,,,,,,,,,,,
273,Maluku,"Dalam penyelenggaraan pemerintahan, gubernur dibantu oleh perangkat daerah: sekretariat daerah, sekretariat DPRD, inspektorat, 23 dinas daerah, dan 11 badan.",,Jumlah badan sekretariat daerah,11,,INC-NOT-ATTR,,,,,,,,,,,,,,
274,Maluku,Provinsi Maluku terbagi menjadi 9 kabupaten dan 2 kota.,Provinsi Maluku,Jumlah kabupaten,9,,CORRECT,,,,,,,,,,,,,,
275,Maluku,Provinsi Maluku terbagi menjadi 9 kabupaten dan 2 kota.,Provinsi Maluku,Jumlah kota,2,,CORRECT,,,,,,,,,,,,,,
276,Maluku,"Di bawahnya, terdapat 118 kecamatan yang terdiri dari 35 kelurahan dan 1.198 desa dan negeri.",,Jumlah kelurahan,35,,INC-NOT-ATTR,,,,,,,,,,,,,,
277,Maluku,"Di bawahnya, terdapat 118 kecamatan yang terdiri dari 35 kelurahan dan 1.198 desa dan negeri.",,Jumlah desa dan negeri,1.198,,INC-NOT-ATTR,,,,,,,,,,,,,,
278,Maluku,"Dengan kata lain, pada tahun 2018, Maluku menyumbang 0,29% dari nilai PDB Indonesia.",Maluku,Persentase,"0,29 %",2018,CORRECT,,,,,,,,,,,,,,
279,Maluku,"Meskipun demikian, pertumbuhan ekonomi Maluku berada di atas rata-rata nasional dengan pertumbuhan PDRB senilai 5,94% dan pertumbuhan PDRB per kapita senilai 4,20%.",pertumbuhan PDRB,Persentase,"5,94 %",,CORRECT,,,,,,,,,,,,,,
280,Maluku,"Meskipun demikian, pertumbuhan ekonomi Maluku berada di atas rata-rata nasional dengan pertumbuhan PDRB senilai 5,94% dan pertumbuhan PDRB per kapita senilai 4,20%.",pertumbuhan PDRB per kapita,Persentase,"4,20 %",,CORRECT,,,,,,,,,,,,,,
281,Maluku,Pertumbuhan industri Maluku merupakan salah satu yang terpesat di Indonesia dengan pertumbuhan industri mikro dan kecil di atas tiga belas persen pada 2019.,Pertumbuhan industri mikro dan kecil,Persentase,tiga belas persen,2019,CORRECT,,,,,,,,,,,,,,
282,Maluku,"Pada tahun yang sama, angka pengangguran terbuka provinsi merupakan kedua tertinggi setelah Jawa Barat dengan kisaran tujuh persen.",Pengangguran terbuka provinsi,Persentase,tujuh persen,,CORRECT,,,,,,,,,,,,,,
283,Maluku,"Kini, di Maluku terdapat 31 pelabuhan penyeberangan dengan 66 lintas penyeberangan yang dilayani 25 unit kapal.",Maluku,Jumlah kapal,25,,CORRECT,,,,,,,,,,,,,,
284,Maluku,Maluku dilalui 3 lintas Tol Laut dengan 9 pelabuhan singgah yang tersebar di seluruh penjuru kepulauan.,Maluku,Jumlah tol laut,3,,CORRECT,,,,,,,,,,,,,,
285,Maluku,Maluku dilalui 3 lintas Tol Laut dengan 9 pelabuhan singgah yang tersebar di seluruh penjuru kepulauan.,Maluku,Jumlah pelabuhan,9,,CORRECT,,,,,,,,,,,,,,
286,Maluku,Maluku memiliki 13 bandara dengan 13 rute komersial dan 7 rute perintis.,Maluku,Jumlah bandara,13,,CORRECT,,,,,,,,,,,,,,
287,Maluku,Maluku memiliki 13 bandara dengan 13 rute komersial dan 7 rute perintis.,Maluku,Jumlah rute komersial,13,,CORRECT,,,,,,,,,,,,,,
288,Maluku,Maluku memiliki 13 bandara dengan 13 rute komersial dan 7 rute perintis.,Maluku,Jumlah rute perintis,7,,CORRECT,,,,,,,,,,,,,,
289,Maluku,"Kawasan Ambon-Maluku Tengah mencakup hampir setengah dari seluruh penduduk provinsi dengan ibu kota, Ambon, sendiri mencakup hampir sepertiga.",Kawasan Ambon-Maluku Tengah,Jumlah populasi,hampir setengah,,CORRECT,,,,,,,,,,,,,,
290,Maluku,Kepadatan penduduk Maluku merupakan salah satu yang terendah dengan 36 jiwa per kilometer persegi.,Maluku,Jumlah kepadatan penduduk,36 jiwa per kilometer persegi,,CORRECT,,,,,,,,,,,,,,
291,Maluku,Penduduk Maluku sebagian besar beragama Islam dengan jumlah penganut lebih dari satu juta jiwa.,Islam,Jumlah penganut,lebih dari satu juta,,CORRECT,,,,,,,,,,,,,,
292,Maluku,"Cabang terbesarnya ialah Protestanisme dengan penganut mendekati 700.000 jiwa, kemudian Katolik, lebih dari seratus ribu jiwa.",Protestanisme,Jumlah penganut,700000,,CORRECT,,,,,,,,,,,,,,
293,Maluku,"Cabang terbesarnya ialah Protestanisme dengan penganut mendekati 700.000 jiwa, kemudian Katolik, lebih dari seratus ribu jiwa.",Katolik,Jumlah penganut,lebih dari seratus ribu,,CORRECT,,,,,,,,,,,,,,
294,Maluku,"Kedua agama lainnya, Buddha dan Konghucu tidak memiliki penganut di seluruh kabupaten dan kota Maluku.",,,Kedua,,INC-NOT-ATTR,,,,,,,,,,,,,,
295,Maluku,Hal ini menimbulkan pertikaian antara kedua belah pihak Kristen dan Islam pada awal 1999.,,,kedua,,INC-NOT-ATTR,,,,,,,,,,,,,,
296,Maluku,"Hingga 2020, Maluku tercatat memiliki 62 bahasa daerah.",Maluku,Jumlah bahasa,62,2020,CORRECT,,,,,,,,,,,,,,
297,Maluku,"Dalam tiga tahun terakhir, bahasa daerah yang punah di Indonesia berjumlah 11 bahasa dengan 8 di antaranya merupakan bahasa daerah Maluku.",,,tiga tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
298,Maluku,"Dalam tiga tahun terakhir, bahasa daerah yang punah di Indonesia berjumlah 11 bahasa dengan 8 di antaranya merupakan bahasa daerah Maluku.",Bahasa daerah yang punah,Jumlah bahasa,11,,CORRECT,,,,,,,,,,,,,,
299,Maluku,"Dalam tiga tahun terakhir, bahasa daerah yang punah di Indonesia berjumlah 11 bahasa dengan 8 di antaranya merupakan bahasa daerah Maluku.",Bahasa daerah Maluku,Jumlah bahasa,8,,CORRECT,,,,,,,,,,,,,,
300,Maluku,"Kini, Maluku mencanangkan wajib belajar dua belas tahun bagi warga negara berumur antara 7 hingga 18 tahun, sejenjang di atas wajib belajar nasional yang hanya sembilan tahun, seiring dengan telah tercapainya standar pelayanan minimal.",,,dua belas tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
301,Maluku,"Kini, Maluku mencanangkan wajib belajar dua belas tahun bagi warga negara berumur antara 7 hingga 18 tahun, sejenjang di atas wajib belajar nasional yang hanya sembilan tahun, seiring dengan telah tercapainya standar pelayanan minimal.",,,7,,INC-NOT-ATTR,,,,,,,,,,,,,,
302,Maluku,"Kini, Maluku mencanangkan wajib belajar dua belas tahun bagi warga negara berumur antara 7 hingga 18 tahun, sejenjang di atas wajib belajar nasional yang hanya sembilan tahun, seiring dengan telah tercapainya standar pelayanan minimal.",,,18 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
303,Maluku,"Kini, Maluku mencanangkan wajib belajar dua belas tahun bagi warga negara berumur antara 7 hingga 18 tahun, sejenjang di atas wajib belajar nasional yang hanya sembilan tahun, seiring dengan telah tercapainya standar pelayanan minimal.",,,sembilan tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
304,Maluku,"Terdapat 43 perguruan tinggi di Maluku yang terdiri dari 31 sekolah tinggi, 4 universitas, akademi dan politeknik masing-masing berjumlah 3, dan 2 institut.",Maluku,Jumlah sekolah tinggi,31,,CORRECT,,,,,,,,,,,,,,
305,Maluku,"Terdapat 43 perguruan tinggi di Maluku yang terdiri dari 31 sekolah tinggi, 4 universitas, akademi dan politeknik masing-masing berjumlah 3, dan 2 institut.",Maluku,Jumlah universitas,4,,CORRECT,,,,,,,,,,,,,,
306,Maluku,"Terdapat 43 perguruan tinggi di Maluku yang terdiri dari 31 sekolah tinggi, 4 universitas, akademi dan politeknik masing-masing berjumlah 3, dan 2 institut.",Maluku,Jumlah institut,2,,CORRECT,,,,,,,,,,,,,,
307,Maluku,Maluku menerapkan sistem pelayanan kesehatan gugus pulau dengan 56 pusat gugus tersebar di segala penjuru provinsi pada 2018.,Maluku,Jumlah pusat gugus,56,2018,CORRECT,,,,,,,,,,,,,,
308,Maluku,Maluku memiliki jaringan puskesmas yang besar dengan hampir dua puskesmas tiap kecamatan.,tiap kecamatan,Jumlah puskesmas,dua,,CORRECT,,,,,,,,,,,,,,
309,Maluku,Masing-masing alat musik dari Tifa Totobuang memiliki fungsi yang bereda-beda dan saling mendukung satu sama lain hingga melahirkan warna musik yang sangat khas.,,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
310,Maluku,Tarian yang dilakukan oleh enam orang gadis ini sangat membutuhkan ketepatan dan kecepatan sambil diiringi irama musik yang sangat menarik.,,Jumlah penari,enam,,INC-NOT-ATTR,,,,,,,,,,,,,,
