source,sentence,ARG0,PRED,ARG1,TAG,NUM_CATEGORY
News,"Akan tetapi, pada kenyataannya, hingga dua tahun berlalu, para korban tak kunjung diberangkatkan.",korban,berlalu,dua tahun,INCORRECT,QTY
News,"Baca: Korban First Travel: di Sini Hukuman 20 Tahun, di Akhirat Seumur Hidup Di sisi lain, tim kuasa hukum ketiga terdakwa menyatakan kliennya bakal mengajukan banding.",tim kuasa hukum,Sini Hukuman,20 Tahun,INCORRECT,QTY
News,"Target mereka, setidaknya masa hukuman bisa dikurangi menjadi 10 tahun.",masa hukuman,menjadi,10 tahun,INCORRECT,QTY
News,"REPUBLIKA.CO.ID, JAKARTA--Dalam kurun waktu tiga tahun terakhir, produksi rokok mengalami penurunan tiap tahunnya.",REPUBLIKA.CO.ID,kurun waktu,tiga tahun,INCORRECT,QTY
News,"""Tahun 2015 itu Rp 348 miliar, 2016 Rp 341,7 miliar , tahun 2017 Rp 336,3 miliar.",Tahun,tahun,"Rp 336,3 miliar",INCORRECT,MON
News,Patung setinggi 11 meter dengan tiang penyangga 27 meter menjadi saksi bisu sesaknya jalanan di sana.,Patung setinggi,tiang penyangga,27 meter,INCORRECT,QTY
News,Visi dirgantara Soekarno Pembuatan Patung Dirgantara pada 1964-1965 berkaitan erat dengan visi Presiden pertama Republik Indonesia Soekarno soal dunia kedirgantaraan Indonesia.,Visi,jumlah berkaitan,1964-1965,INCORRECT,CRD
News,"Patung Dirgantara dibuat dari bahan perunggu dengan bobot mencapai 11 ton, sementara pedestal atau tiang penyangganya berbahan beton.",Patung Dirgantara,mencapai,11 ton,CORRECT,QTY
News,"Total biaya pembuatan Patung Dirgantara berkisar Rp 12 juta, di luar pembangunan tiang penyangga.",Total biaya pembuatan Patung Dirgantara,berkisar,Rp 12 juta,CORRECT,MON
News,"Pemerintah memberi uang muka Rp 5 juta, sementara Soekarno secara pribadi menyumbang Rp 1 juta.",Pemerintah,uang muka,Rp 5 juta,INCORRECT,MON
News,"Pemerintah memberi uang muka Rp 5 juta, sementara Soekarno secara pribadi menyumbang Rp 1 juta.",Soekarno secara pribadi,menyumbang,Rp 1 juta,CORRECT,MON
News,"Soekarno tak lihat hasil akhir Soekarno dua kali memantau langsung pemasangan Patung Dirgantara, yakni pada pekan pertama pekerjaan berjalan dan April 1970.",Soekarno,jumlah kali,dua,INCORRECT,CRD
News,"Sukardi menyampaikan, biaya konservasi Patung Pancoran berkisar Rp 500 jutaan.",biaya konservasi Patung Pancoran,berkisar,Rp 500 jutaan,CORRECT,MON
News,Lapisan pelindung itu diperkirakan bisa bertahan lima tahun.,Lapisan pelindung itu,bertahan,lima tahun,INCORRECT,QTY
News,"Properti multifungsi ini bakal mencakup apartemen, pusat belanja , perkantoran, dan hotel dengan klasifikasi bintang tiga.",Properti multifungsi ini,jumlah hotel dengan klasifikasi bintang,tiga,INCORRECT,CRD
News,"Dengan luas bangunan 90.000 meter persegi, pusat belanja yang akan diberi nama Living World Cibubur ini, bakal didominasi peritel-peritel food and beverages , dan juga kebutuhan hidup sehari-hari ( daily life ) masyarakat.",pusat belanja,bangunan,90.000 meter persegi,INCORRECT,QTY
News,"Ketua Kadin Indonesia Rosan P Roslani mengatakan, berdasarkan data Bappenas, sumbangsih Asian Games pada pertumbuhan ekonomi Indonesia sebesar Rp 45 triliun.",Ketua Kadin Indonesia Rosan P Roslani,sumbangsih Asian Games pada pertumbuhan ekonomi Indonesia sebesar,Rp 45 triliun,INCORRECT,MON
News,"Namun, karena begitu banyaknya pesanan yang diterima, mereka kewalahan untuk memenuhi unitnya untuk konsumen, hingga inden mencapai tiga bulan.",inden,mencapai,tiga bulan,INCORRECT,QTY
News,"Dari 66 ribu pemesanan, MMKSI baru mengirim setengahnya.",MMKSI,mengirim,66 ribu pemesanan,INCORRECT,QTY
News,"Walaupun, Xpander sendiri sudah diimpor ke Filipina, yang sudah dipesan sebanyak 3800 unit.",Xpander sendiri,jumlah unit,3800,INCORRECT,CRD
News,"""Komposisi tetap 75 (dalam negeri)-25 (impor).",Komposisi,jumlah tetap,75,INCORRECT,CRD
News,"""Komposisi tetap 75 (dalam negeri)-25 (impor).",Komposisi,jumlah dalam negeri,-25,INCORRECT,CRD
News,"LCV-nya naik biasanya 2 bulan sebelumnya, untuk mengangkut komoditi,"" ungkap Imam.",LCV-nya,naik,2 bulan,INCORRECT,QTY
News,"Bila melanggar, pemberi bisa dikenakan sanksi denda Rp 10juta dan kurungan enam bulan penjara.",pemberi,sanksi denda,Rp 10juta,CORRECT,MON
News,"Bila melanggar, pemberi bisa dikenakan sanksi denda Rp 10juta dan kurungan enam bulan penjara.",pemberi,bulan penjara,enam bulan,INCORRECT,QTY
News,"""Dua kepala negara ini menjadi 'endorser' yang dapat mendorong peningkatan kunjungan wisatawan kedua negara,"" kata Menteri Pariwisata (Menpar) Arief Yahya di Jakarta, Rabu (30/5/2018), setelah mendampingi Presiden Jokowi seusai menyaksikan Indonesia-India Kite Exhibition di Monas Sebelumnya, kedua pemimpin negara itu bermain layang-layang dan menyaksikan pameran layang-layang bertajuk Indonesia-India Kite Exhibition yang digelar di lapangan Silang Monas Jakarta, Rabu siang.",kepala negara ini,jumlah peningkatan kunjungan wisatawan,kedua,INCORRECT,CRD
News,"""Dua kepala negara ini menjadi 'endorser' yang dapat mendorong peningkatan kunjungan wisatawan kedua negara,"" kata Menteri Pariwisata (Menpar) Arief Yahya di Jakarta, Rabu (30/5/2018), setelah mendampingi Presiden Jokowi seusai menyaksikan Indonesia-India Kite Exhibition di Monas Sebelumnya, kedua pemimpin negara itu bermain layang-layang dan menyaksikan pameran layang-layang bertajuk Indonesia-India Kite Exhibition yang digelar di lapangan Silang Monas Jakarta, Rabu siang.",kepala negara ini,jumlah pemimpin negara itu,kedua,INCORRECT,CRD
News,Acara ini merupakan rangkaian penyambutan kunjungan PM Narendra Modi ke Indonesia dalam rangka meningkatkan persahabatan sekaligus memperingati 70 tahun hubungan diplomatik Indonesia-India.,Acara ini,tahun hubungan diplomatik Indonesia-India,70 tahun,INCORRECT,QTY
News,"ANTARA FOTO/DHEMAS REVIYANTO ""Tahun ini kita menargetkan kunjungan wisatawan mancanegara (wisman) dari India sebanyak 700.000 atau meningkat 30 persen dari jumlah kunjungan wisman India ke Indonesia tahun 2017 sebanyak 485.000 wisman,"" kata Arief Yahya.",Tahun ini kita,jumlah meningkat,700,INCORRECT,CRD
News,"ANTARA FOTO/DHEMAS REVIYANTO ""Tahun ini kita menargetkan kunjungan wisatawan mancanegara (wisman) dari India sebanyak 700.000 atau meningkat 30 persen dari jumlah kunjungan wisman India ke Indonesia tahun 2017 sebanyak 485.000 wisman,"" kata Arief Yahya.",Tahun ini kita,jumlah wisman,485,INCORRECT,CRD
News,"Didampingi Menhub dan Menteri PUPR, pria berkacamata ini mencoba berbagai fasilitas kereta sleeper Selain sandaran kursi yang dapat diturunkan hingga 170 derajat terdapat fasilitas menarik lainnya.",pria,diturunkan,170 derajat,INCORRECT,QTY
News,"Taspen Lakukan Pendataan Ulang Pensiunan PNS Melalui layanan pesan singkat Whatsapp, beredar informasi bahwa pensiunan wajib melakukan pendataan ulang untuk pemberian gaji ke-13 dan 14 di bank penyalur dana pensiun mulai Senin (7/5/2018) hingga besok, Kamis (31/5/2018).",informasi bahwa pensiunan wajib,jumlah ke-13,14,INCORRECT,CRD
News,"Terkait dengan informasi tersebut, Direktur Utama PT Taspen (Persero) Iqbal Latanro meluruskan bahwa proses pendataan ini tidak ada kaitannya dengan pemberian gaji ke-13 dan 14.",proses pendataan ini,jumlah ke-13,14,INCORRECT,CRD
News,"BI Naikkan Lagi Suku Bunga Acuan Jadi 4,75 persen Bank Indonesia (BI) dalam Rapat Dewan Gubernur (RDG) tambahan pada Rabu, (30/5/2018 menaikkan lagi suku bunga acuan BI 7 Days Reverse Repo Rate sebesar 25 bps menjadi 4,75 persen.",BI Naikkan Lagi Suku Bunga Acuan,jumlah bps,25,INCORRECT,CRD
News,"Selain BI 7 Days Reverse Repo Rate, Deposit facility rate juga naik 25 bps menjadi 4 persen, demikian pula suku bunga landing facility juga meningkat 25 bps menjadi 5,5 persen.",Deposit facility rate,naik,25 bps,CORRECT,QTY
News,"Selain BI 7 Days Reverse Repo Rate, Deposit facility rate juga naik 25 bps menjadi 4 persen, demikian pula suku bunga landing facility juga meningkat 25 bps menjadi 5,5 persen.",suku bunga landing facility,jumlah bps,25,INCORRECT,QTY
News,"REPUBLIKA.CO.ID, JAKARTA -- PT Bank Syariah Mandiri (Mandiri Syariah) menargetkan kartu debet berlogo Gerbang Pembayaran Nasional (GPN) sebanyak 750 ribu kartu yang beredar sampai akhir tahun 2018.",REPUBLIKA.CO.ID,Gerbang Pembayaran Nasional,750 ribu kartu,INCORRECT,QTY
News,"Hingga akhir 2018, target Mandiri Syariah menerbitkan sekitar 750 ribu berlogo GPN atau sekitar 30 persen dari total 2,5 juta kartu.",target Mandiri Syariah,jumlah menerbitkan,sekitar 750 ribu,CORRECT,CRD
News,"Hingga akhir 2018, target Mandiri Syariah menerbitkan sekitar 750 ribu berlogo GPN atau sekitar 30 persen dari total 2,5 juta kartu.",target Mandiri Syariah,total,"2,5 juta kartu",INCORRECT,MON
News,"Direktur Utama Mandiri Syariah, Toni EB Subari, menyatakan dari total 2,5 juta kartu, direncanakan sebanyak 30 persen dikonversi ke cip pada akhir 2018 atau sebanyak 750 ribu kartu.",Direktur Utama Mandiri Syariah,total,"2,5 juta kartu",INCORRECT,MON
News,"Direktur Utama Mandiri Syariah, Toni EB Subari, menyatakan dari total 2,5 juta kartu, direncanakan sebanyak 30 persen dikonversi ke cip pada akhir 2018 atau sebanyak 750 ribu kartu.",Direktur Utama Mandiri Syariah,cip pada akhir,750 ribu kartu,INCORRECT,QTY
News,"JAKARTA, KOMPAS.com - PT Mitsubishi Motors Krama Yudha Sales Indonesia ( MMKSI ) bakal menyerah dengan nilai tukar dollar Amerika Serikat (AS) yang terus menguat terhadap rupiah.",JAKARTA,tukar,dollar Amerika Serikat,INCORRECT,MON
News,"JAKARTA, KOMPAS.com - PT Mitsubishi Motors Krama Yudha Sales Indonesia ( MMKSI ) bakal menyerah dengan nilai tukar dollar Amerika Serikat (AS) yang terus menguat terhadap rupiah.",JAKARTA,menguat,rupiah,INCORRECT,MON
News,"Imam menjelaskan, dalam satu tahun pasti ada penyesuaian harga mengikuti kondisi pasar.",Imam,ada,satu tahun,INCORRECT,QTY
News,"Mengacu pada situs resmi MMKSI, harga Pajero Sport yang sekarang ini dimulai Rp 454.000.000 hingga termahal Rp 662.000.000 on the road DKI Jakarta.",harga Pajero Sport yang sekarang ini,dimulai,Rp 454.000.000,CORRECT,MON
News,"Mengacu pada situs resmi MMKSI, harga Pajero Sport yang sekarang ini dimulai Rp 454.000.000 hingga termahal Rp 662.000.000 on the road DKI Jakarta.",harga Pajero Sport yang sekarang ini,termahal,Rp 662.000.000,CORRECT,MON
News,"Airlangga menceritakan, implementasi industri 4.0 pertama kali didorong oleh Jerman pada 2011.",implementasi industri,jumlah kali,4,INCORRECT,CRD
News,"Merujuk data The United Nations Industrial Development Organization (UNIDO), posisi Indonesia berada di peringkat ke-4 di dunia, setelah Korea, Jerman dan Cina sebagai negara yang kontribusi sektor manufakturnya di atas 17 persen.",posisi Indonesia,persentase Jerman dan Cina sebagai negara yang kontribusi sektor manufakturnya di atas,17 persen,INCORRECT,PRC
News,"“Contohnya di sektor industri mesin dan perlengkapan itu hampir tiga kali pertumbuhan ekonomi, yakni sebesar 14,98 persen, kemudian industri makanan dan miuman mencapai 12,7 persen,” sebutnya.",Contohnya di sektor industri mesin dan perlengkapan itu,jumlah kali,hampir tiga,INCORRECT,CRD
News,"“Contohnya di sektor industri mesin dan perlengkapan itu hampir tiga kali pertumbuhan ekonomi, yakni sebesar 14,98 persen, kemudian industri makanan dan miuman mencapai 12,7 persen,” sebutnya.",industri makanan dan miuman,persentase Contohnya di sektor industri mesin dan perlengkapan itu,"14,98 persen",INCORRECT,PRC
News,"Pemerintah akan replikasi kawasan industri seperti di klaster Bekasi Selatan, dengan satu juta orang lapangan pekerjaan yang berhasil diciptakan di kawasan industri tersebut.",Pemerintah,jumlah orang lapangan pekerjaan,satu juta,INCORRECT,CRD
News,"“Saat ini, kita mampu produksi stainless steel dari nickel ore jadi hot rolled coil (HRC), dari yang awalnya harga 40-80 dolar AS bisa mencapai di atas 2.000 dolar AS untuk HRC.",awalnya harga,mencapai,di atas 2.000 dolar AS,INCORRECT,MON
News,"Guna memasuki industri 4.0, Kemenperin pun mendorong pembangunan infrastruktur digital melalui peningkatan jaringan internet hingga 5G untuk di kawasan industri.",Kemenperin,jumlah industri,4,INCORRECT,CRD
News,"Musim lalu, pemain asal Kolombia itu tampil 29 kali di semua kompetisi bersama Juve dengan mencatatkan lima gol dan 10 assist.",pemain asal Kolombia itu,jumlah kali,29,INCORRECT,CRD
News,"Musim lalu, pemain asal Kolombia itu tampil 29 kali di semua kompetisi bersama Juve dengan mencatatkan lima gol dan 10 assist.",pemain asal Kolombia itu,jumlah gol,lima,CORRECT,CRD
News,"Musim lalu, pemain asal Kolombia itu tampil 29 kali di semua kompetisi bersama Juve dengan mencatatkan lima gol dan 10 assist.",pemain asal Kolombia itu,jumlah assist,10,CORRECT,CRD
News,"Dari agen yang sama, Suso juga disebut-sebut masuk ke dalam daftar incaran I Lupi AC Milan kabarnya meminta sekitar 40 jtua euro untuk Suso.",Suso,meminta,sekitar 40 jtua euro,INCORRECT,MON
News,"Jakarta, CNN Indonesia -- Kepala Dinas Sosial Nusa Tenggara Barat Ahsanul Khalik menyebutkan jumlah korban terdampak gempa bumi 6,4 SR yang mengguncang Pulau Lombok dan Pulau Sumbawa pada Minggu pagi sebanyak 500 kepala keluarga.",Jakarta,gempa bumi,"6,4 SR",INCORRECT,QTY
News,"Jakarta, CNN Indonesia -- Kepala Dinas Sosial Nusa Tenggara Barat Ahsanul Khalik menyebutkan jumlah korban terdampak gempa bumi 6,4 SR yang mengguncang Pulau Lombok dan Pulau Sumbawa pada Minggu pagi sebanyak 500 kepala keluarga.",Jakarta,jumlah kepala keluarga,500,INCORRECT,CRD
News,"""Data sementara yang kita himpun ada 500 KK.",Data sementara yang kita,ada,500 KK,INCORRECT,QTY
News,"Karena patokan kota kita by name by adress ,"" kata Ahsanul Khalik di Sembalun, Minggu (29/7) seperti dikutip dari Antara Ia mengatakan, ada tiga kecamatan yang terdampak terparah akibat gempa, yakni Kecamatan Sambelia dan Kecamatan Sembalun di Kabupaten Lombok Timur, serta Kecamatan Bayan di Lombok Utara.",Antara Ia,jumlah kecamatan,tiga,INCORRECT,CRD
News,"Dan, dua wisatawan pendakian Gunung Rinjani yang salah satunya warga negara Malaysia, Siti Nur Ismawida (30).",wisatawan pendakian Gunung Rinjani yang salah,jumlah Siti Nur Ismawida,30,INCORRECT,CRD
News,"Selain korban meninggal dunia, BPBD NTB juga menerima laporan sementara jumlah korban luka berat dan ringan di Kecamatan Sambelia, yang dirawat di lapangan Obel-Obel sebanyak 51 orang, Puskesmas Belanting 62 orang, dan Puskesmas Sambelia sembilan orang.",BPBD NTB,jumlah orang,51,INCORRECT,CRD
News,"Selain korban meninggal dunia, BPBD NTB juga menerima laporan sementara jumlah korban luka berat dan ringan di Kecamatan Sambelia, yang dirawat di lapangan Obel-Obel sebanyak 51 orang, Puskesmas Belanting 62 orang, dan Puskesmas Sambelia sembilan orang.",BPBD NTB,jumlah orang,62,INCORRECT,CRD
News,"Selain korban meninggal dunia, BPBD NTB juga menerima laporan sementara jumlah korban luka berat dan ringan di Kecamatan Sambelia, yang dirawat di lapangan Obel-Obel sebanyak 51 orang, Puskesmas Belanting 62 orang, dan Puskesmas Sambelia sembilan orang.",BPBD NTB,jumlah orang,sembilan,INCORRECT,CRD
News,"203 Kali Gempa Susulan Sementara itu, Kepala Badan Meteorologi Klimatologi dan Geofisika (BMKG) Dwikorita Karnawati setelah gempa awal berskala 6, SR pada pukul 05.47 WIB Minggu (29/7), ia mengatakan hingga pukul 21.20 WIB tercatat gempa susulan 203 kali terjadi di sekitar episentrum gempa Lombok Timur dengan magintudo terbesar 5,7 SR dan terkecil 2,1 SR. Dwikoritamengatakan peluruhan gempa susulan bisa terjadi hingga beberapa hari bahkan minggu ke depan, dan BMKG akan terus mencatat kondisi ini.",Kepala Badan Meteorologi Klimatologi dan Geofisika,jumlah Kali Gempa Susulan Sementara itu,203,INCORRECT,CRD
News,"203 Kali Gempa Susulan Sementara itu, Kepala Badan Meteorologi Klimatologi dan Geofisika (BMKG) Dwikorita Karnawati setelah gempa awal berskala 6, SR pada pukul 05.47 WIB Minggu (29/7), ia mengatakan hingga pukul 21.20 WIB tercatat gempa susulan 203 kali terjadi di sekitar episentrum gempa Lombok Timur dengan magintudo terbesar 5,7 SR dan terkecil 2,1 SR. Dwikoritamengatakan peluruhan gempa susulan bisa terjadi hingga beberapa hari bahkan minggu ke depan, dan BMKG akan terus mencatat kondisi ini.",Kepala Badan Meteorologi Klimatologi dan Geofisika,berskala,"6 , SR",INCORRECT,QTY
News,"203 Kali Gempa Susulan Sementara itu, Kepala Badan Meteorologi Klimatologi dan Geofisika (BMKG) Dwikorita Karnawati setelah gempa awal berskala 6, SR pada pukul 05.47 WIB Minggu (29/7), ia mengatakan hingga pukul 21.20 WIB tercatat gempa susulan 203 kali terjadi di sekitar episentrum gempa Lombok Timur dengan magintudo terbesar 5,7 SR dan terkecil 2,1 SR. Dwikoritamengatakan peluruhan gempa susulan bisa terjadi hingga beberapa hari bahkan minggu ke depan, dan BMKG akan terus mencatat kondisi ini.",gempa susulan,jumlah kali,203,INCORRECT,CRD
News,"203 Kali Gempa Susulan Sementara itu, Kepala Badan Meteorologi Klimatologi dan Geofisika (BMKG) Dwikorita Karnawati setelah gempa awal berskala 6, SR pada pukul 05.47 WIB Minggu (29/7), ia mengatakan hingga pukul 21.20 WIB tercatat gempa susulan 203 kali terjadi di sekitar episentrum gempa Lombok Timur dengan magintudo terbesar 5,7 SR dan terkecil 2,1 SR. Dwikoritamengatakan peluruhan gempa susulan bisa terjadi hingga beberapa hari bahkan minggu ke depan, dan BMKG akan terus mencatat kondisi ini.",gempa susulan,episentrum gempa Lombok Timur dengan magintudo terbesar,"5,7 SR",INCORRECT,QTY
News,"BMKG melakukan pembaharuan informasi terkait gempa 6,4 SR yang terjadi di NTB hingga pukul 20.20 WIB yakni kedalaman pusat gempa berada 24 km di bawah laut.",BMKG,gempa,"6,4 SR",INCORRECT,QTY
News,"BMKG melakukan pembaharuan informasi terkait gempa 6,4 SR yang terjadi di NTB hingga pukul 20.20 WIB yakni kedalaman pusat gempa berada 24 km di bawah laut.",BMKG,berada,24 km,INCORRECT,QTY
News,"Tim Tanggap Darurat (TTD) PVMBG Badan Geologi pada Senin (30/7), akan menuju dua lokasi bencana, yakni Lombok Timur dan Lombok Utara.",Tim Tanggap Darurat,jumlah lokasi bencana,dua,INCORRECT,CRD
News,"Tim TTD terdiri dari empat orang ahli gempa bumi dari Badan Geologi akan melakukan pemetaan dampak kejadian gempa bumi, mengidentifikasi karakteristik tanah setempat melalui pengukuran microtremor dan memberikan rekomendasi teknis berkaitan dengan kerusakan geologi.",Tim TTD,jumlah orang ahli gempa bumi dari Badan Geologi,empat,CORRECT,CRD
News,"REPUBLIKA.CO.ID, JAKARTA -- Kementerian Perindustrian mengajak perguruan tinggi di Indonesia agar berperan strategis dalam memasuki era perubahan pada revolusi industri 4.0.",REPUBLIKA.CO.ID,jumlah era perubahan pada revolusi industri,4,INCORRECT,CRD
News,"Jadi, kuncinya ada tiga, sumber daya manusia, teknologi dan inovasi,"" kata Menteri Perindustrian Airlangga Hartarto ketika menjadi pembicara pada Seminar Nasional Entrepreneurship Indonesia 4.0 yang diselenggarakan Institut Pertanian Bogor (IPB) di Jakarta, Sabtu (28/7).",kuncinya,jumlah sumber daya manusia,tiga,INCORRECT,CRD
News,"Negara-negara di Asia juga telah menyiapkan diri, seperti India dengan Made in India dan Thailand dengan Thailand 4.0.",Negara-negara di Asia,jumlah India dengan Made in India dan Thailand dengan Thailand,4,INCORRECT,CRD
News,"Baca juga, Overregulasi, Indonesia Susah Hadapi Revolusi Industri 4.0 Dalam mencapai aspirasi nasional itu, upaya yang perlu ditingkatkan adalah pendidikan.",Overregulasi,jumlah Indonesia Susah Hadapi Revolusi Industri,4,INCORRECT,CRD
News,"Airlangga meyakini, penerapan ekonomi digital atau industri 4.0, bakal mampu mendongkrak 1-2 persen pertumbuhan ekonomi, menambah hingga 10 juta lapangan kerja, dan peningkatan kontribusi industri manufaktur sebesar 25 persen pada tahun 2030.",Airlangga,jumlah industri,4,INCORRECT,CRD
News,"Airlangga meyakini, penerapan ekonomi digital atau industri 4.0, bakal mampu mendongkrak 1-2 persen pertumbuhan ekonomi, menambah hingga 10 juta lapangan kerja, dan peningkatan kontribusi industri manufaktur sebesar 25 persen pada tahun 2030.",Airlangga,jumlah lapangan kerja,10 juta,INCORRECT,CRD
